brand,description,price,product_links
Ultrafine,Large 102 L Backpack New Launch popular Large Size Bike pickup Single Compartment Insulated Thermal Pizza/Food/Meal/Boxes/Grocery Multipurpose Comfortable Carriage Online Delivery Backpack Bag,"₹1,230",https://www.flipkart.com/ultrafine-new-launch-popular-large-size-bike-pickup-single-compartment-insulated-thermal-pizza-food-meal-boxes-grocery-multipurpose-comfortable-carriage-online-delivery-backpack-bag-102-l/p/itm518a6e1187e28?pid=BKPG6BNRFAB5FYDY&lid=LSTBKPG6BNRFAB5FYDYIQ6F2Z&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_314&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.BKPG6BNRFAB5FYDY.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
WXR,White Men Sling Bag Stylish Trendy College Tuition Multi-Purpose Spacious,₹640,https://www.flipkart.com/wxr-white-sling-bag-stylish-trendy-college-tuition-multi-purpose-spacious/p/itmd8165be50b491?pid=SLBH7C6A2VGGDNK5&lid=LSTSLBH7C6A2VGGDNK5WGAVYX&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_315&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.SLBH7C6A2VGGDNK5.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
ICHIEF,,₹402,
markway,Large 35 L Backpack School/College Office Casual Waterproof bag,₹298,https://www.flipkart.com/markway-school-college-office-casual-waterproof-bag-35-l-backpack/p/itm5d272221888ec?pid=BKPGSFTZG6YVZB6F&lid=LSTBKPGSFTZG6YVZB6F0V1GDU&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_317&otracker=search&otracker1=search&iid=en_3jiBUp79Q5HJqkibV9CSKHqE_8uR8wOT8olhhxwbZ8_uXbGjZkk78VaS3os3aL89rxb_L49TPLi-_FH1BB_fSw%3D%3D&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
HRX by Hrithik Roshan,,₹789,
MOCHI,,"₹1,333",
BIRJIS,Brown Men Sling Bag Rexine / Pu Leather Sling Bag,₹383,https://www.flipkart.com/birjis-brown-sling-bag-rexine-pu-leather/p/itm3c098203ed67d?pid=SLBH57BY5VDRRJNR&lid=LSTSLBH57BY5VDRRJNRNJDAJF&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_320&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.SLBH57BY5VDRRJNR.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
NASHER MILES,,₹919,
SBCOLLECTION,Large 35 L Backpack Backpack/School Bag/College Bag Office Casual Bag Waterproof School Bag,₹292,https://www.flipkart.com/sbcollection-backpack-school-bag-college-bag-office-casual-waterproof-school-35-l-backpack/p/itm33767d48bfdcb?pid=BKPH5VWJQZYQJVGE&lid=LSTBKPH5VWJQZYQJVGE9JRY7K&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_322&otracker=search&otracker1=search&iid=en_ia8zZM1xvl1DjaooO7Xt5Zz5clRQ3AcDbZ9yTdWHWHLfppPC5eb40M58Rcs5s_DWrNGfPbLrVY7BbONnzscNFg%3D%3D&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
Venzina,32.85 L Gym Duffel Bag - Multipurpose Waterproof Travel Hiking Bag with Shoe Compartment Nylon Backpack - Blue,₹928,https://www.flipkart.com/venzina-multipurpose-waterproof-travel-hiking-bag-shoe-compartment-nylon-backpack-gym-duffel/p/itm0aaf32079a06d?pid=DFBH8BFQY7UP8TBM&lid=LSTDFBH8BFQY7UP8TBMOZSPJN&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_323&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.DFBH8BFQY7UP8TBM.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
Devaaya,"Everyday Basmati Rice (Broken Grain, Raw)",₹650,https://www.flipkart.com/devaaya-everyday-basmati-rice-broken-grain-raw/p/itm542edb57e0bb1?pid=RICG9H9S9YQYFHP6&lid=LSTRICG9H9S9YQYFHP6MRSIZJ&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_324&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.RICG9H9S9YQYFHP6.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
markway,Large 35 L Backpack /School Bag/College Office Casual Waterproof School,₹285,https://www.flipkart.com/markway-school-bag-college-office-casual-waterproof-school-35-l-backpack/p/itm99496768698ff?pid=BKPGSFTZEGUZX9SC&lid=LSTBKPGSFTZEGUZX9SCCCCWJG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_325&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.BKPGSFTZEGUZX9SC.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
ADAAZEL,Large 45 L Laptop Backpack Casual school college,₹249,https://www.flipkart.com/adaazel-casual-school-college-45-l-backpack/p/itmd5e8332521aa9?pid=BKPGSJ3ZT2MZMETN&lid=LSTBKPGSJ3ZT2MZMETNVXPGN3&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_326&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.BKPGSJ3ZT2MZMETN.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
Luzian,Medium 22 L Backpack Casual School Design Tuition College Office Shoulder For Unisex,₹227,https://www.flipkart.com/luzian-casual-school-design-tuition-college-office-shoulder-unisex-22-l-backpack/p/itmeedb7b2edc7be?pid=BKPGZ8Y6FGZAGP7W&lid=LSTBKPGZ8Y6FGZAGP7WF2SAWO&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_327&otracker=search&otracker1=search&iid=en_ia8zZM1xvl1DjaooO7Xt5Zz5clRQ3AcDbZ9yTdWHWHK2libfUbBpNxvo5YT67iDJkskQEe18VY8O4odwcXcvlQ%3D%3D&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
PROVOGUE,,₹219,
DEZiRE CRAfTS,,₹273,
SeaRegal,,₹367,
NASHER MILES,,₹909,
NASHER MILES,,"₹1,509",
ADAAZEL,Large 45 L Laptop Backpack Casual unisex Backpack school college laptop office bag,₹251,https://www.flipkart.com/adaazel-casual-unisex-backpack-school-college-laptop-office-bag-45-l/p/itm157da5f34b31e?pid=BKPGSJ3ZYJGVGVFP&lid=LSTBKPGSJ3ZYJGVGVFPRFB98S&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_333&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.BKPGSJ3ZYJGVGVFP.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
Fast Fashion,Medium 22 L Backpack Pp_012Black_12,₹455,https://www.flipkart.com/fast-fashion-pp-012black-12-22-l-backpack/p/itm94a311d7fb9d2?pid=BKPGZ79EK8PHVUGN&lid=LSTBKPGZ79EK8PHVUGNEK6U7Q&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_334&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.BKPGZ79EK8PHVUGN.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
Mencross,,₹403,
facto,Blue Men & Women Sling Bag Men & Women Sling Bag - Extra Large,₹260,https://www.flipkart.com/facto-blue-sling-bag-men-women-extra-large/p/itm304d67ac6807a?pid=SLBGW885PGGDEU3D&lid=LSTSLBGW885PGGDEU3DNH79PX&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_336&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.SLBGW885PGGDEU3D.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
markway,Large 35 L Laptop Backpack spacy comfortable 4th to 10th class casual college Waterproof School Bag,₹264,https://www.flipkart.com/markway-spacy-comfortable-4th-10th-class-casual-college-waterproof-school-bag-35-l-backpack/p/itm254945957396d?pid=BKPGPPRDZGR5CTXE&lid=LSTBKPGPPRDZGR5CTXEGEFK3R&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_337&otracker=search&otracker1=search&iid=en_ia8zZM1xvl1DjaooO7Xt5Zz5clRQ3AcDbZ9yTdWHWHKcK_jEut2TnDFdKMXi3iPOROHuuZi0fUGdG2U0bppC0Q%3D%3D&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
NASHER MILES,,₹869,
Wildcraft,,₹700,
skynext,Black Men Sling Bag Stylish Men’s Pu Sling Bag Shoulder Bag for Men Casual Travel Messenger Bag,₹295,https://www.flipkart.com/skynext-black-sling-bag-stylish-mens-pu-shoulder-men-casual-travel-messenger/p/itmd1ee05b4fff2f?pid=SLBH6A8GP5U4NAAH&lid=LSTSLBH6A8GP5U4NAAHHIWJX9&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_340&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.SLBH6A8GP5U4NAAH.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
SWISS MILITARY,,"₹1,499",
SBCOLLECTION,,₹411,
Byoode,,₹295,
PERFECT STAR,"40 L Gym Duffel Bag - 40 L Hand Duffel Bag 12 inch 9.5 inch 20 inch Stylish Light Weight Small Travel Duffel Bag For Men & Women Quality Tested Luggage Bag - Grey - Regular Capacity {red } - Red, Red",₹309,https://www.flipkart.com/perfect-star-expandable-40-l-hand-duffel-bag-12-inch-9-5-20-stylish-light-weight-small-travel-men-women-quality-tested-luggage-grey-regular-capacity-red-gym/p/itm6d36ab76dd828?pid=DFBG9WT2TSPXWYRW&lid=LSTDFBG9WT2TSPXWYRWFJYASL&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_344&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.DFBG9WT2TSPXWYRW.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
COOL INDIANS,,₹398,
,,₹199,
PLEXY,,₹471,
SBCOLLECTION,Medium 30 L Laptop Backpack Reflective Strip Waterproof Office/School/College/Business/Travel Bag Unisex,₹272,https://www.flipkart.com/sbcollection-reflective-strip-waterproof-office-school-college-business-travel-bag-unisex-30-l-backpack/p/itm49ebf73d3a368?pid=BKPGW3MDMBEXCUHJ&lid=LSTBKPGW3MDMBEXCUHJAUKJ1E&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_348&otracker=search&otracker1=search&iid=en_ia8zZM1xvl1DjaooO7Xt5Zz5clRQ3AcDbZ9yTdWHWHK-_swO6mvtSxhgW0TAjhJbN8m6aPlpSiBo5S8X7BMG_g%3D%3D&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
Wildcraft,,"₹1,279",
ONEGO,,₹283,
markway,Large 35 L Laptop Backpack Laptop Water Resistant () Waterproof School Bag,₹301,https://www.flipkart.com/markway-laptop-water-resistant-waterproof-school-bag-35-l-backpack/p/itm794ecbef95dc3?pid=BKPH6GTSN8HRQR5Y&lid=LSTBKPH6GTSN8HRQR5YX7NOL7&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_351&otracker=search&otracker1=search&iid=en_ia8zZM1xvl1DjaooO7Xt5Zz5clRQ3AcDbZ9yTdWHWHJQf0en601w8OJLc5NghuSl9SSYSYUfavO4JXHJfdkyXw%3D%3D&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
markway,Large 35 L Backpack School /College Office Casual Waterproof,₹279,https://www.flipkart.com/markway-school-college-office-casual-waterproof-35-l-backpack/p/itm22fba92920e5e?pid=BKPGSFTZEYNUWQTH&lid=LSTBKPGSFTZEYNUWQTHFQ3MRG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_352&otracker=search&otracker1=search&iid=en_ia8zZM1xvl1DjaooO7Xt5Zz5clRQ3AcDbZ9yTdWHWHLPUa0TJMUyUQy4k-NS9jmtEHcCTrnB5mx0oQZ49t4UHA%3D%3D&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
Catbox,"Medium 25 L Laptop Backpack Boys & Girls Multipurpose Bag for school, colleges office travel",₹248,https://www.flipkart.com/catbox-boys-girls-multipurpose-bag-school-colleges-office-travel-25-l-backpack/p/itm1ee947ad1c66c?pid=BKPHDFURAKZWZURZ&lid=LSTBKPHDFURAKZWZURZRRSFLV&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_353&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.BKPHDFURAKZWZURZ.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
ADAAZEL,Large 45 L Laptop Backpack Laptop Backpack Casual unisex Backpack school college laptop office bag,₹248,https://www.flipkart.com/adaazel-laptop-backpack-casual-unisex-school-college-office-bag-45-l/p/itm68a834c4ef329?pid=BKPGSJ3ZHX8U5HVH&lid=LSTBKPGSJ3ZHX8U5HVHHV8KFC&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_354&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.BKPGSJ3ZHX8U5HVH.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
CAPTAIN,,₹242,
markway,Medium 22 L Backpack DORI SPECAILIST BAGPACK FOR DAILY TRAVEL,₹214,https://www.flipkart.com/markway-dori-specailist-bagpack-daily-travel-22-l-backpack/p/itmc3739c94db6e0?pid=BKPH6ZVBVUS99PWA&lid=LSTBKPH6ZVBVUS99PWAXYETBV&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_356&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.BKPH6ZVBVUS99PWA.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
HRX by Hrithik Roshan,,₹789,
markway,Large 35 L Backpack School/College Office Casual Waterproof bag,₹298,https://www.flipkart.com/markway-school-college-office-casual-waterproof-bag-35-l-backpack/p/itm5d272221888ec?pid=BKPGSFTZG6YVZB6F&lid=LSTBKPGSFTZG6YVZB6F0V1GDU&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_358&otracker=search&otracker1=search&iid=en_ia8zZM1xvl1DjaooO7Xt5Zz5clRQ3AcDbZ9yTdWHWHIeQH6I-yQ21-oxzNWsS8xHqynNfS070csxG0BPTgYD9A%3D%3D&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
SUNBEET,,₹366,
facto,"Blue, Grey Men & Women Sling Bag - Extra Large blue, grey Men & Women Sling Bag - Extra Spacious",₹290,https://www.flipkart.com/facto-blue-grey-sling-bag-men-women-extra-spacious/p/itm65e8c6e8e3867?pid=SLBGJZEQHFMB4X7G&lid=LSTSLBGJZEQHFMB4X7GYWQ6GL&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_9_360&otracker=search&otracker1=search&iid=be180c40-4fef-4f38-986c-6ee554f8435f.SLBGJZEQHFMB4X7G.SEARCH&ssid=3e3jzzr36o0000001758308825324&qH=4a82715423d654d6
